S1,P1,R1,S2,P2,R2,S3,P3,R3,S4,P4,R4,S5,P5,R5,process
3.8623638144423182,7.58992884177048,0.8425343871073925,4.007125113614566,7.836243267527214,0.8200247247666071,4.679045348384902,8.542765908770715,0.8056939575661906,3.4371172088516264,7.259447370756884,0.8195908176921004,3.733703497075243,7.610364229849473,0.8101003235303872,1
7.326586381342438,10.786288952977273,0.7913478697530147,4.553641650468434,9.23962944413813,0.6702851633209637,2.5404601623158984,6.419950659822762,0.7745667898808243,3.8785277330425476,8.325268840810576,0.7032022178177559,2.9907829984596774,7.296915660529898,0.705856005331234,0
3.853599154256057,8.545624809950354,0.6631148580879029,2.5300203680238367,6.991656066285688,0.6503898707162915,2.998414024799426,6.9339826125181165,0.7836749556911063,3.007013122563701,6.838324838351032,0.8080639520949131,1.760511920827675,6.104844426494398,0.5936078453173576,1
4.82940397506095,8.816856663438925,0.7806850060212126,5.161118378223796,9.073740401513952,0.7877365277911285,4.519064427711103,8.789214242499796,0.7351200964259469,3.28092988193507,7.349540634063702,0.7632844631444715,2.850139560097491,6.702544861965852,0.7972536775237589,0
1.9239234797280154,5.639410900642872,0.7602040517017097,1.3209051689892966,5.072277475900079,0.645171979126725,3.385820094460008,7.625940147939939,0.7316223387181856,3.749510889992678,7.35711496019055,0.8705012494353931,3.717490584111208,7.896853395139308,0.7491203421313046,1
5.122409233088022,8.653630240844668,0.8595823053563515,1.11066354297668,4.405129823073113,0.7192418619423799,5.299994369023365,9.124579476012874,0.7999439453402157,1.8139593207961138,5.613165084608986,0.7234720827638168,1.750497167611718,5.802330430899601,0.6533807900496037,0
4.124643772349153,7.971993180328765,0.8155723119069378,3.1242294078985253,6.88584266081255,0.8280157353340352,4.295149688853426,8.028207234185855,0.8374348282163532,3.8519780844855736,7.626508964570068,0.8322275746730811,3.020938313448441,6.797359738072891,0.8216203959318176,1
3.274550471815414,7.251201983671878,0.7826030704390493,1.457935521116561,5.555510565870562,0.5936086563391385,3.8142493645061895,8.464598571548137,0.6689693388212599,3.9910848523259403,8.20439569808235,0.745088102625374,4.760746275386824,8.635415197393648,0.8022661217083313,0
2.9614023027934424,6.779060455925797,0.809782262653511,2.9078739018594217,7.124830397547746,0.7198406572545297,3.464449376174067,7.201593433471854,0.8394346355247122,3.474348229598827,7.294976353506022,0.8204184758979405,2.6460129640479253,6.600442946910505,0.7632304149577841,1
4.513548719087826,8.840153651053074,0.7257856403874146,2.143059526480231,7.381294808136663,0.4942867805959205,2.535066527898956,7.082351228329266,0.6351032044977634,3.9601752888357544,7.787099277147508,0.8206781116131411,4.696468805936407,8.25799093719075,0.8654311087465263,0
3.2174511598456186,7.57696798272246,0.7042565955626919,2.599166218660182,6.272354825608721,0.8301999086628719,2.5285960111711123,6.122466548150954,0.847688849936828,4.0547254978525515,8.231643962820886,0.7519659337600128,1.950783362185626,6.010233936141212,0.6786348437204568,1
6.047364808017621,9.974623322640829,0.7638059267665654,3.4659966662222215,7.553740170926017,0.7633327933229782,2.567652798145923,7.183326273914054,0.6253094262110158,2.602399544053747,6.874148046397623,0.6920637088737756,2.7396561183344903,6.531980842323665,0.806893306749659,0
4.1632391104342945,7.726548274110991,0.8763350338005204,4.195518712872505,7.924585643523473,0.8395419463643786,3.4696658118587216,7.3143463869491026,0.814979085833589,3.5431814813257487,7.43414703698136,0.8056399025899261,2.9717982936969745,6.7277695328458265,0.8250627526946399,1
5.574403197226784,9.499855178752306,0.7762011336493868,1.7970478989009742,6.797711815463661,0.48870189048623613,3.1084944918202626,7.333902036846404,0.7262560396745864,1.9137202966712732,5.978632847306727,0.6727977947051461,4.245002720844322,8.136935639031703,0.8056864787380859,0
3.477449579207057,7.637189931453602,0.7492099269215922,3.559176090040148,7.138489377770828,0.8777012240390831,3.9507584311547155,7.9812912668169345,0.7793706007326253,2.905032478553997,6.992511110460043,0.7466112438284433,4.938690237425724,8.546724440897222,0.8496151493112102,1
2.8736748315204155,7.3754983207355975,0.6638420389719674,2.6296714175497415,6.7266239480977825,0.7303264871481869,4.401893151811114,8.827891480581506,0.7097990095052364,3.9111206696664254,7.591839064229824,0.8527408993695971,7.199393920171668,10.18626182483418,0.8719189790410014,0
2.9302313363420205,7.395969467959347,0.6731650397892671,4.214135633703378,8.32297639206828,0.764471057583374,2.9324402043229263,7.404778751091294,0.6720705355868594,3.032214334812988,7.263377118573277,0.7222583533994179,3.6152090623209445,7.772668706650662,0.7519742453754892,1
0.7904769589725357,3.658120629292669,0.7423061085040775,4.335325896538073,8.415344877150801,0.7692859065753449,0.8380032448609906,4.465057861760929,0.5282036304995613,4.538107106993299,8.303459236616376,0.8271161291328539,1.0122905899005126,4.1928040780769305,0.7236122752264306,0
3.55646262984886,7.549713895502919,0.7840921860682468,2.5891482591351647,6.687277676966219,0.7275587529789148,3.2968173947200894,7.5199768474733855,0.7326081572180402,2.759192879493087,6.610520517308861,0.7934519094561915,3.4645974521992824,7.220112990519149,0.8351695612123035,1
3.882901627465053,7.636687154190344,0.836673960432147,1.3963796080267448,5.416233438828204,0.5981617163540903,1.3461083230739432,5.379657234625039,0.5844948146749196,3.080976615968021,6.997504185060842,0.7907003524410443,2.982141115054243,6.790515637587559,0.8127042803856964,0
2.616149269511737,6.391473473838467,0.8047674497165043,2.5269569499370546,6.354765920129747,0.7863367833374275,3.0234263536091737,6.863116887946805,0.8066153216487463,3.815536061113497,7.6765897972941355,0.8136333799792902,2.7286885950318656,6.674305493787115,0.7697535091540059,1
4.127240255844171,7.853066673771931,0.8409904139139578,3.789626657527409,7.7048369290685015,0.8021939603493625,4.061003268383029,8.114776014797771,0.7749793478533273,2.607925133172895,6.321558961198089,0.8200807125603999,4.668600158068961,8.517645897523956,0.8086440249091605,0
3.6806532297615004,7.9949218576139645,0.723612932499822,2.9818876542682284,7.55585984328388,0.6563467726695831,2.416733901636324,6.4475231879080175,0.7305549251223213,2.2722722146724954,6.570586273842622,0.6613966300986714,2.4041757974478126,6.576174637349812,0.6986013317315806,1
3.9857951827528364,7.854565236162662,0.8118588696960695,2.714229210791239,6.797895424059466,0.738086778061002,5.765862470604069,9.208043562773334,0.8545538059570468,2.636666093155034,6.8430454331138995,0.7075646892737659,3.686931417185803,7.615027147028104,0.7989728308252991,0
4.645803925095275,8.080738076891308,0.894064148824994,3.9796793137464412,7.699105733515958,0.8436792614112261,3.6130450822364057,7.785831028658839,0.7489853034837153,2.116634837012735,5.8171561981715705,0.7860213691526351,2.92530617028775,7.06544640059621,0.7363799904610551,1
1.9585593545768218,6.571163528494564,0.5699831948967956,2.6795408568448,7.027107860841067,0.6818942182217506,1.0434597552031568,4.694006647967057,0.5951112591434293,2.4699300227512,6.359309021611486,0.7674934085544837,2.048255192591351,5.753500871604413,0.7775522136188983,0
3.1001501246656384,7.370341844730084,0.7171620934324632,2.1743816122339155,6.121858029577153,0.7290866116138827,2.799022103439153,7.094080152892342,0.6989144344784146,2.895505524669724,7.13151075232599,0.7154366418816127,1.7888934325158607,5.638447617639885,0.7070908762488232,1
3.126927494406186,7.678081967098848,0.666533814660244,4.769001901177002,8.599075991182843,0.8104641066207463,2.9032811236237004,7.321082241565004,0.6806884529395231,2.604167587827227,6.7907594105849585,0.7096465650822034,2.8693557234475113,7.105006113122007,0.7142748269870669,0
3.9132252645073637,7.792384440170318,0.8098488537160865,2.477110474981349,7.281616443453597,0.5870831855290659,4.9687575504171,8.864052573155359,0.7946813548534664,4.347094022463825,8.785282429209316,0.7077786239055404,2.7060612347307846,6.596619878373927,0.7814560640684673,1
3.469495527431561,7.965038863310955,0.6872272908386798,2.223004662312026,7.614132311010932,0.48184726582527804,2.4473266174882102,7.0214751125832855,0.623799577132451,3.595638967598511,7.3756758138898775,0.8305815944181478,3.710375535433762,7.978376847713759,0.7324848393002783,0
3.0811178219669317,7.434331015275822,0.7005423285292756,3.3211591116380097,7.984182989789214,0.6546943341812823,3.974686958361609,8.621604739195002,0.6719494096063456,3.4791704571814503,7.948594468685524,0.6919980818084088,2.721317735495679,7.716688290998627,0.5742846401819763,1
4.221810790563401,8.23059483551058,0.7831522191329628,3.45320749135722,7.4777021395348875,0.776061635590707,5.17231120235673,8.769301840856507,0.8452097019316891,4.493302107124336,8.36389187974485,0.8071582002341603,4.603120698077811,8.741064820083622,0.7570656560952114,0
2.632004791325995,6.576966672142169,0.7646193022793517,3.829578725371211,7.70357579536429,0.8109165162733046,2.179921348379631,5.955889474512108,0.7722491322057126,2.5901873418695813,6.869120855132511,0.6898246763751464,2.5765823108472894,6.462173534461746,0.7753479665621409,1
3.813895349205613,8.10950564243894,0.7287689747412904,1.5997301458351445,5.462714543347924,0.6736581668948456,1.7636454984362127,5.749444787900425,0.6704545503372245,3.148026456965696,8.153204867818394,0.5951021611994128,5.077233892172173,9.670998780651363,0.6821727661233343,0
3.578413676264976,7.8385329883409725,0.7318647469303481,2.5070118517575315,6.6114674730976155,0.7207265482946026,3.4823300205793113,7.5626355957201365,0.7651268487327911,2.978059884906238,7.375065526385019,0.6880365729467152,2.3742239463709884,6.41123201269086,0.7258528021103338,1
