S1,P1,R1,S2,P2,R2,S3,P3,R3,S4,P4,R4,S5,P5,R5,process
2.0802050606208935,6.2211171473525795,0.675428300579346,3.7301023617320577,8.004145942124666,0.7316453497262118,2.7452365002049186,7.4013891373474845,0.6297427144519848,3.9343263419621426,7.639367587500574,0.8471599757708794,3.7762778503193917,7.72910747557556,0.7943558762700064,1
3.5699828286716473,7.71818938305874,0.7530869635127427,1.12964535350544,4.5621626934452015,0.6820409438530052,3.352378695247487,7.127083458751519,0.829352669931516,4.306987073374213,8.659635414903816,0.7217457190136938,3.3583352254915,7.5608334630781275,0.738234885819506,0
2.92663011613974,6.663066675797214,0.8283795766569949,4.562684858108016,8.36839085102772,0.8187407857036021,4.889730783119362,8.345867645309925,0.8821690692901796,2.538108035352091,6.144546471191017,0.8447735387174871,3.510330702462686,7.305256368988857,0.8265839599510149,1
3.2976125576718007,7.5011444542245815,0.7364689378284835,4.871325960860593,8.723252116149697,0.8044521302901547,3.310295037824094,7.323146897185758,0.7756772878437543,1.4485270725979038,5.0091573205054845,0.725449419084974,3.0482451458027295,6.917856521968715,0.8004176452307253,0
2.822352098572978,6.531292126220598,0.8314245397632246,2.3643201698813496,6.271191726006398,0.7554678626264133,2.0583430406103624,6.70802550211287,0.574828390226965,3.2259780551575896,7.332627364064962,0.7539664870216818,3.2508919083644385,7.5301279672159565,0.7204563610510974,1
3.6791584679819227,8.093276484262358,0.7058454245862005,5.2972025658156845,9.136169423743313,0.7974953426062942,4.5018273287453505,8.600952468453011,0.7647255526950392,7.254663127420461,10.633284581666492,0.8062917949121725,2.190658007222369,5.76692871691662,0.8277425503300961,0
3.088883930203993,6.95279228695347,0.8029582101095688,3.1494882152584074,6.732130523320484,0.8732624712278654,4.673927401891337,8.116193151761452,0.8916349397894562,1.866154989907619,5.861455747507286,0.6825690521629275,1.676221573115265,6.042492550613076,0.5769112958207355,1
2.779538043093568,6.631939077940699,0.7941479706214338,3.2711062425267503,7.22347524164058,0.7877930347486146,1.9544638255301963,5.3883800168947005,0.8459039772912886,2.548855310529425,6.77190207961131,0.6984474040006028,3.447956184755184,7.544710077348516,0.761178461729762,0
3.610346462492529,7.428064575957061,0.8222566664469788,4.941987372876842,8.346747104047113,0.8914089396916186,1.830778866359266,5.973844506240254,0.6446706912483045,2.4991619182451417,6.459037876347799,0.7527809079875862,4.4226621833308775,8.049861279491566,0.8576633245132624,1
4.647966205646664,8.814925472792002,0.7516843979611227,3.8830761826131592,8.035861377926723,0.7556503753133562,5.744704133314844,9.974174370032813,0.7256440150767319,3.3216030851727405,7.606021454902149,0.7215102529706309,6.027255265498666,9.773184978172303,0.7929708294622563,0
