S1,P1,R1,process
3.282609359054094,6.851498739791172,0.8787349561956821,1
3.2293711266980134,7.052514563525607,0.8159054586851405,0
5.542460716320884,9.335383291159538,0.7991865750909141,1
3.409985870860827,8.318447793697084,0.6192668791801069,0
4.336328974712065,8.748694938663146,0.7119435175669989,1
1.449998388167706,5.057025194494917,0.712503740816593,0
3.178642729929083,7.889820795211202,0.6416782268405338,1
4.800008667824068,8.84952674301591,0.7702146831021497,0
2.2222968366605462,5.918132758742193,0.7973381158835138,1
5.1191882900797285,8.754021883611037,0.8394516979106217,0
1.7964852220084149,5.720672874632224,0.6898255639092603,1
2.2659034868839614,6.651507511811027,0.6435926859940814,0
3.4061004853702492,7.341195753352096,0.7942070004659982,1
6.219032781533367,9.717986484665163,0.8275231053956306,0
1.8271492617821201,5.673415348177408,0.7133369693897111,1
4.6299520152071905,8.423454405220447,0.8199849759389142,0
2.982871322797968,6.837595643130294,0.801747389333309,1
1.482880062582617,4.990697416383107,0.7481581494536212,0
3.7633803414942295,7.555062519573668,0.8285368920210124,1
2.5770912717727446,6.367946766894942,0.7986211648820514,0
4.579709895702262,8.209296358120689,0.8539569236893855,1
6.550427134070316,10.030179461431981,0.8182049016270366,0
1.3676807304996648,5.159521401101043,0.6456181867343913,1
4.5303325496333,8.595924000780345,0.7704683666053667,0
4.901574294573709,8.627870440477034,0.8274432622035762,1
4.340086796348057,7.99488808083489,0.8532641556622227,0
4.805261673192952,8.672039505626747,0.8029424358083558,1
2.9871320263709134,6.713459603573287,0.8328590747596601,0
6.119936753407999,10.223335667275583,0.7358199476861247,1
4.917859208141962,8.672018187457141,0.8217611306858958,0
1.6691534612344572,5.696455477100597,0.6463931072331642,1
2.6674877169343376,6.719315538549858,0.7424414671838147,0
3.1855645968157607,7.319783453617139,0.7471362593888115,1
2.4337702231366336,6.1218307007870605,0.816068862123111,0
3.3242458718841634,7.108387538575522,0.826724500514536,1
2.080780317257502,5.826798036999572,0.7701514982265267,0
2.5035604009862245,6.159661117248621,0.8291904636801287,1
2.255796701872537,6.085289549419789,0.7655037564246184,0
4.391551594894469,8.253209653580013,0.8101810829314172,1
4.715179721791619,8.909265962953619,0.7464904688950857,0
4.142256492972197,7.835450127953189,0.8478498545165793,1
4.5116468954710305,7.986277511308765,0.8889066839565914,0
3.293644181384595,7.542545720155567,0.7275295554300046,1
4.584155556511386,8.651052084595403,0.7697174933747902,0
4.308793350465915,8.009441235791748,0.8440362341591248,1
6.292169733837386,9.944688807184205,0.799517360355305,0
4.889371535830506,8.782499481579167,0.7965749376799575,1
8.423843568890488,10.907104407559762,0.8898180610650807,0
1.7478316041280169,5.554603269338561,0.7118743765907002,1
3.1313438746495175,6.93294273298568,0.8186634500947763,0
2.0533460419156486,5.499753057084505,0.8530718866401807,1
9.173345313094387,11.964912417967998,0.8052274252188003,0
2.7942479784797483,6.919714340480448,0.7333283533561749,1
3.938610351374572,7.680472195745764,0.8390291303355453,0
1.9206279618779234,5.688680713782939,0.7458130760262912,1
4.1327132201310475,8.198150934736622,0.7727042731626692,0
4.707780374940604,8.505406185927516,0.8177789751311847,1
1.5796457795805356,5.277432109151553,0.7127287297344972,0
1.9897979577017297,5.42805966763805,0.8486519605366394,1
3.8857897866909332,7.612870612504654,0.8425433772459189,0
3.8326278550099553,7.820410426817477,0.7874943082357583,1
3.242086389493285,8.148464510406495,0.613596523406859,0
5.932541217277581,9.646355877938872,0.8011688736382101,1
5.993410495918475,9.435857219818702,0.8459041717097928,0
4.467933026237048,8.590048814162246,0.7608959192325192,1
1.933007754233735,5.864426247272957,0.7063051981897331,0
4.056913476820793,7.9967224911555554,0.7972261936042581,1
4.6730844921116255,8.88886305459942,0.7432262956013331,0
2.7296919720027146,6.9461933128111815,0.7109348033794907,1
1.2525112252831097,4.468149123732687,0.7883810421382761,0
3.6853020790138347,7.485541660761573,0.8264878864418553,1
2.8493789363713566,6.55569517473276,0.833148794491734,0
3.8693450006177614,7.781797465597889,0.8029480939960316,1
5.651188362437544,9.572959151084941,0.7749206530196638,0
5.583124389527413,9.572808009179063,0.765611538687694,1
2.1813372951619363,5.6645234023255595,0.8542912103378104,0
2.3663746140756996,6.744810465500342,0.6536629376099587,1
3.4674527324621467,7.5538493249318375,0.7636314000542291,0
4.953530150436657,8.714856637159553,0.8196042096973556,1
2.819105251630774,7.0783446500219425,0.7070624027533483,0
2.908802984670399,6.68577174671743,0.8177509925567716,1
2.925958403457578,7.251373453940777,0.6992580375691239,0
3.4793935159933085,7.877968573714103,0.7045063724819598,1
3.6219754154211663,7.551739443352939,0.7981074557181349,0
3.438028314186561,7.025167298057403,0.8753988484690115,1
3.608916437812611,7.850920108269493,0.7357759268565307,0
2.845532011872846,6.730935496219087,0.7892643421647764,1
7.020220293290836,9.988537480906432,0.8842127994572937,0
3.4088100088545694,7.586615925436886,0.74424592205951,1
6.137341470777241,9.564490158860156,0.8430755646421175,0
